pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,IsFxModel
ccy://RMG/USCUSD,5,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/USCUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""USCUSD"" is backfilled or forward filled; earliest time series observation date is 20181010; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TRY,5,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XOF_SL,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XOF_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SEKT,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SEKT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PKR_SL,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PKR_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPY_LCH,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPY_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCMNT,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCMNT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/FXJPY,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""FXJPY""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_JPY,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_JPY""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CLP_TCXF,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CLP_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XTZ1,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XTZ1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KHR_TCXF,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KHR_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AGA2,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AGA2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BGNUSD,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BGNUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XFWUSD,5,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XFWUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XFWUSD"" is backfilled or forward filled; earliest time series observation date is 20210127; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_TRY1,5,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_TRY1""",false,2024-11-20T10:55:10.539884,false
(102457:2583)-301,5,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-293,5,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/GLB,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GLB""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ETW1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ETW1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/INR,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/DOP_TCXF,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DOP_TCXF""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CATS,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CATS""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/IQ1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IQ1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/KZT2,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KZT2""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CHF2,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHF2""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/JMD_SL,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JMD_SL""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ALL_TCXF,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ALL_TCXF""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ABC3,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ABC3""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BCC_ITL1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_ITL1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TRYT,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TRYT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCNAD,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCNAD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MYR3,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYR3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SAR1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SAR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCPH1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCPH1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PTE,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CLF,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XA2,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XA2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCISK,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCISK""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XPD5,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XPD5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PTA2,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PTA2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SEK_LCH,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SEK_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KRO5,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KRO5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AZN,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/KZT_TCXF,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KZT_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AOA_TCXF,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AOA_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXN_TCXF,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MXN_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XCD,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/UYU_SL,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""UYU_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCPAB,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCPAB""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SRD,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/TWD_SL,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TWD_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HBR1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HBR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK21,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK21""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CIEP,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CIEP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_PTE1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_PTE1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NIKKEI,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/NIKKEI"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""NIKKEI"" is backfilled or forward filled; earliest time series observation date is 20120801; latest time series observation date is 20140806; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SDR,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SDR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TWD2,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TWD2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SEKCurncy,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SEKCurncy""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TOP,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/NZD5,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NZD5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBMD,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBMD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ZRX1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ZRX1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XTD1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XTD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_XCD1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_XCD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAF,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/OE1USD,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/OE1USD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""OE1USD"" is backfilled or forward filled; earliest time series observation date is 20151127; latest time series observation date is 20210708; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/IDR_TCXF,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IDR_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPY8,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/JPY8"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""JPY8"" is backfilled or forward filled; earliest time series observation date is 20020703; latest time series observation date is 20111109; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ETC1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ETC1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AWG,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/ITL,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/KWD1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KWD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_INR1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_INR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ARB,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARB""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SDY1,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SDY1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TETUSD,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/TETUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""TETUSD"" is backfilled or forward filled; earliest time series observation date is 20151127; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HKD_LCH,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HKD_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHF_SL,7,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHF_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY7,7,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/CNY7"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""CNY7"" is backfilled or forward filled; earliest time series observation date is 20100101; latest time series observation date is 20141204; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
(102457:2583)-318,7,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-291,7,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/AK38,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK38""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ADA1,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ADA1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ABC1,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ABC1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCRUB,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCRUB""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/MXV,9,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCRSD,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCRSD""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/MYR1,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CAD9,9,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/CAD9"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""CAD9"" is backfilled or forward filled; earliest time series observation date is 20180530; latest time series observation date is 20180531; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCGBB,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCGBB""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XS2,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XS2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHFUSD,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHFUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCLYD,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCLYD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PKR2,9,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PKR2""",false,2024-11-20T10:55:10.539884,false
